sample_text,class,class_number,intent,sub_intent,language
มีอะไรใหม่เกี่ยวกับเทคโนโลยี AI ในปีนี้ที่ผมควรรู้บ้าง?,Web Search and Current Information Query,2,web_intent,clarification_request,th
ขอแนะนำแหล่งข้อมูลวิจัยที่มีความน่าเชื่อถือเกี่ยวกับเทคนิคการปรับปรุงประสิทธิภาพของโมเดล deep learning สำหรับการประยุกต์ใช้ในด้านการแพทย์,Academic Research Query,1,academic_intent,source_request,th
มีงานวิจัยใดบ้างที่สำรวจการประยุกต์ใช้ bandit algorithms ในการเพิ่มประสิทธิภาพ depth estimation ในภาพถ่าย?,Academic Research Query,1,academic_intent,source_request,th
vision,Web Search and Current Information Query,2,web_intent,expert_opinion,en
"What statistical methods can be employed to analyze the robustness of 3D reconstruction algorithms in computer vision, and what are their limitations?",Academic Research Query,1,academic_intent,statistical_query,en
How do foundation models' theoretical advancements in 3D vision translate to real-world applications in quadrupedal robot navigation and visual localization?,Hybrid Research Query,3,hybrid_intent,trend_analysis,en
How are foundation models being used in industry compared to what's being researched academically?,Hybrid Research Query,3,hybrid_intent,comparison_request,en
"I'm looking for primary sources on the application of convolutional neural networks in image recognition tasks, specifically in the context of robotics perception.",Academic Research Query,1,academic_intent,source_request,en
"Hey, how do I get my toddler to stop throwing tantrums in public?",Casual Conversation and General Query,4,out_of_domain,parenting_advice,en
ข้อดีและข้อเสียของการใช้ Style Transfer ในการสร้างโมเดล Generative ในงานวิจัยปัจจุบันคืออะไร?,Academic Research Query,1,academic_intent,academic_query,th
big data analytics,Academic Research Query,1,academic_intent,definition_request,th
What's the industry verdict on Google's latest neural rendering approach for real-time graphics?,Web Search and Current Information Query,2,web_intent,expert_opinion,en
วิธีการวิเคราะห์ข้อมูลแบบไม่มีผู้กำกับสามารถนำมาใช้เพื่อปรับปรุงประสิทธิภาพของระบบ AI ได้อย่างไร?,Academic Research Query,1,academic_intent,methodology_query,th
